,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Outlier,cluster
6282,NISSAN,Murano,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.3,10.2,28,240,1,0
6283,NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.5,10.3,27,242,1,0
6284,NISSAN,NV200 Cargo Van,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,8.8,9.3,30,218,1,0
6285,NISSAN,Pathfinder,SUV - SMALL,3.5,6,AV,X,11.6,8.5,10.2,28,240,1,0
6286,NISSAN,Pathfinder 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,250,1,0
6287,NISSAN,Pathfinder 4WD Platinum,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11.0,26,259,1,0
6288,NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,AV7,X,8.6,7.2,8.0,35,188,1,0
6289,NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,M6,X,10.1,8.1,9.2,31,217,1,0
6290,NISSAN,Qashqai AWD,STATION WAGON - SMALL,2.0,4,AV7,X,9.1,7.6,8.4,34,198,1,0
6291,NISSAN,Rogue,SUV - SMALL,2.5,4,AV,X,9.1,7.1,8.2,34,192,1,0
6292,NISSAN,Rogue AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.5,8.7,32,204,1,0
6293,NISSAN,Sentra,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172,1,0
6294,NISSAN,Sentra,MID-SIZE,1.8,4,M6,X,8.8,6.6,7.8,36,183,1,0
6295,NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,AV7,Z,8.9,7.3,8.2,34,193,1,1
6296,NISSAN,Sentra (Turbo),MID-SIZE,1.6,4,M6,Z,9.1,7.3,8.3,34,195,1,1
6297,NISSAN,Sentra Nismo,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205,1,1
6298,NISSAN,Sentra Nismo,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,32,204,1,1
6299,NISSAN,Titan,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.0,11.2,13.3,21,312,1,0
6300,NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,21,315,1,0
6301,NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.9,11.9,14.1,20,331,1,0
6302,NISSAN,Versa,MID-SIZE,1.6,4,AV,X,7.6,6.2,7.0,40,164,1,0
6303,NISSAN,Versa,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180,1,0
6304,PORSCHE,911 Carrera,MINICOMPACT,3.0,6,AM7,Z,10.6,8.0,9.4,30,221,1,1
6305,PORSCHE,911 Carrera,MINICOMPACT,3.0,6,M7,Z,11.8,8.1,10.1,28,237,1,1
6306,PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,227,1,1
6307,PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.0,8.2,10.3,27,241,1,1
6308,PORSCHE,911 Carrera GTS,MINICOMPACT,3.0,6,AM7,Z,11.5,9.1,10.4,27,243,1,1
6309,PORSCHE,911 Carrera GTS,MINICOMPACT,3.0,6,M7,Z,13.0,8.9,11.2,25,260,1,1
6310,PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3.0,6,AM7,Z,11.8,9.2,10.7,26,249,1,1
6311,PORSCHE,911 Carrera GTS Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.7,9.0,11.0,26,258,1,1
6312,PORSCHE,911 Carrera S,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,226,1,1
6313,PORSCHE,911 Carrera S,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.3,27,242,1,1
6314,PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3.0,6,AM7,Z,10.8,8.4,9.7,29,228,1,1
6315,PORSCHE,911 Carrera S Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,243,1,1
6316,PORSCHE,911 Carrera T,MINICOMPACT,3.0,6,AM7,Z,11.9,9.1,10.6,27,248,1,1
6317,PORSCHE,911 Carrera T,MINICOMPACT,3.0,6,M7,Z,14.6,9.4,12.3,23,286,1,1
6318,PORSCHE,911 Carrera 4,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225,1,1
6319,PORSCHE,911 Carrera 4,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,242,1,1
6320,PORSCHE,911 Carrera 4 Cabriolet,MINICOMPACT,3.0,6,AM7,Z,11.0,8.4,9.8,29,230,1,1
6321,PORSCHE,911 Carrera 4 Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,1,1
6322,PORSCHE,911 Carrera 4 GTS,MINICOMPACT,3.0,6,AM7,Z,11.8,9.2,10.6,27,248,1,1
6323,PORSCHE,911 Carrera 4 GTS,MINICOMPACT,3.0,6,M7,Z,12.8,8.9,11.0,26,257,1,1
6324,PORSCHE,911 Carrera 4 GTS Cabriolet,MINICOMPACT,3.0,6,AM7,Z,11.9,9.3,10.7,26,250,1,1
6325,PORSCHE,911 Carrera 4 GTS Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.9,9.1,11.2,25,260,1,1
6326,PORSCHE,911 Carrera 4S,MINICOMPACT,3.0,6,AM7,Z,11.1,8.5,9.9,29,232,1,1
6327,PORSCHE,911 Carrera 4S,MINICOMPACT,3.0,6,M7,Z,12.1,8.4,10.4,27,243,1,1
6328,PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3.0,6,AM7,Z,11.0,8.5,9.9,29,231,1,1
6329,PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,1,1
6330,PORSCHE,911 GT2 RS,TWO-SEATER,3.8,6,AM7,Z,15.3,11.2,13.5,21,315,1,1
6331,PORSCHE,911 GT3,TWO-SEATER,4.0,6,AM7,Z,15.8,11.7,13.9,20,324,1,1
6333,PORSCHE,911 GT3 RS,TWO-SEATER,4.0,6,AM7,Z,16.1,12.2,14.4,20,335,1,1
6334,PORSCHE,911 GT3 Touring,TWO-SEATER,4.0,6,M6,Z,16.4,11.2,14.1,20,334,1,1
6335,PORSCHE,911 Speedster,TWO-SEATER,4.0,6,M6,Z,17.4,12.4,15.1,19,350,1,1
6336,PORSCHE,911 Targa 4,MINICOMPACT,3.0,6,AM7,Z,10.9,8.4,9.8,29,228,1,1
6337,PORSCHE,911 Targa 4,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,1,1
6338,PORSCHE,911 Targa 4 GTS,MINICOMPACT,3.0,6,AM7,Z,12.1,9.2,10.8,26,251,1,1
6339,PORSCHE,911 Targa 4 GTS,MINICOMPACT,3.0,6,M7,Z,13.2,9.2,11.4,25,266,1,1
6340,PORSCHE,911 Targa 4S,MINICOMPACT,3.0,6,AM7,Z,11.1,8.6,10.0,28,233,1,1
6341,PORSCHE,911 Targa 4S,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246,1,1
6342,PORSCHE,911 Turbo,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,1,1
6343,PORSCHE,911 Turbo Cabriolet,MINICOMPACT,3.8,6,AM7,Z,12.7,9.9,11.4,25,267,1,1
6344,PORSCHE,911 Turbo S,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266,1,1
6345,PORSCHE,911 Turbo S Cabriolet,MINICOMPACT,3.8,6,AM7,Z,12.7,9.9,11.4,25,267,1,1
6346,PORSCHE,911 Turbo S Exclusive Cabriolet,MINICOMPACT,3.8,6,AM7,Z,14.3,10.9,12.7,22,297,1,1
6347,PORSCHE,Boxster,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,1,1
6348,PORSCHE,Boxster,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,1,1
6349,PORSCHE,Boxster GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249,1,1
6350,PORSCHE,Boxster GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11.0,26,257,1,1
6351,PORSCHE,Boxster S,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231,1,1
6352,PORSCHE,Boxster S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,1,1
6353,PORSCHE,Cayenne,SUV - STANDARD,3.0,6,AS8,Z,12.5,10.0,11.4,25,265,1,1
6354,PORSCHE,Cayenne S,SUV - STANDARD,2.9,6,AS8,Z,12.9,10.4,11.8,24,275,1,1
6355,PORSCHE,Cayenne Turbo,SUV - STANDARD,4.0,8,AS8,Z,15.6,12.4,14.1,20,329,1,1
6356,PORSCHE,Cayman,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,1,1
6357,PORSCHE,Cayman,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,1,1
6358,PORSCHE,Cayman GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249,1,1
6359,PORSCHE,Cayman GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11.0,26,257,1,1
6360,PORSCHE,Cayman S,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231,1,1
6361,PORSCHE,Cayman S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,1,1
6362,PORSCHE,Macan,SUV - SMALL,2.0,4,AM7,Z,12.2,10.2,11.3,25,264,1,1
6363,PORSCHE,Macan S,SUV - SMALL,3.0,6,AM7,Z,12.9,10.2,11.7,24,272,1,1
6364,PORSCHE,Panamera,FULL-SIZE,3.0,6,AM8,Z,12.4,8.7,10.7,26,250,1,1
6365,PORSCHE,Panamera 4,FULL-SIZE,3.0,6,AM8,Z,12.4,9.0,10.9,26,253,1,1
6366,PORSCHE,Panamera 4 Executive,FULL-SIZE,3.0,6,AM8,Z,12.4,9.0,10.9,26,253,1,1
6367,PORSCHE,Panamera 4 ST,FULL-SIZE,3.0,6,AM8,Z,12.2,8.9,10.7,26,250,1,1
6368,PORSCHE,Panamera 4S,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261,1,1
6369,PORSCHE,Panamera 4S Executive,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261,1,1
6370,PORSCHE,Panamera 4S ST,FULL-SIZE,2.9,6,AM8,Z,13.1,9.8,11.6,24,273,1,1
6371,PORSCHE,Panamera GTS,FULL-SIZE,4.0,8,AM8,Z,14.5,10.2,12.6,22,295,1,1
6372,PORSCHE,Panamera GTS ST,FULL-SIZE,4.0,8,AM8,Z,15.7,10.5,13.4,21,313,1,1
6373,PORSCHE,Panamera Turbo,FULL-SIZE,4.0,8,AM8,Z,12.8,9.2,11.2,25,261,1,1
6374,PORSCHE,Panamera Turbo Executive,FULL-SIZE,4.0,8,AM8,Z,12.8,9.2,11.2,25,261,1,1
6375,PORSCHE,Panamera Turbo ST,FULL-SIZE,4.0,8,AM8,Z,13.4,10.1,11.9,24,279,1,1
6376,RAM,1500 eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.9,9.4,10.8,26,253,1,0
6377,RAM,1500 HFE eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.6,9.0,10.4,27,246,1,0
6378,RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,10.5,13.6,21,320,1,0
6379,RAM,1500 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.1,10.3,12.4,23,290,1,0
6380,RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.2,9.7,11.1,25,260,1,0
6381,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.0,13.8,20,325,1,0
6382,RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.3,11.1,12.9,22,302,1,0
6383,RAM,1500 Classic EcoDiesel,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.8,8.6,10.4,27,278,1,0
6384,RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,280,1,0
6385,RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17.0,17,283,-1,2
6386,RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.0,12.0,14.8,19,346,1,0
6387,RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,319,1,0
6388,RAM,1500 Classic 4X4 EcoDiesel,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.3,8.8,10.8,26,289,1,0
6389,RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294,1,0
6390,RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18.0,16,300,-1,2
6391,RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382,1,0
6392,RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20,328,1,0
6393,RAM,ProMaster City,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232,1,0
6394,ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,-1,1
6395,ROLLS-ROYCE,Dawn,COMPACT,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,-1,1
6396,ROLLS-ROYCE,Ghost,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,-1,1
6397,ROLLS-ROYCE,Ghost EWB,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,-1,1
6398,ROLLS-ROYCE,Phantom,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,-1,1
6399,ROLLS-ROYCE,Phantom EWB,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,-1,1
6400,ROLLS-ROYCE,Wraith,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6,17,388,-1,1
6401,SUBARU,Ascent AWD,SUV - STANDARD,2.4,4,AV8,X,11.6,9.0,10.4,27,244,1,0
6403,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.2,8.3,9.9,29,231,1,1
6404,SUBARU,Crosstrek AWD,SUV - SMALL,2.0,4,AV7,X,8.8,7.2,8.1,35,188,1,0
6405,SUBARU,Crosstrek AWD,SUV - SMALL,2.0,4,M6,X,10.5,8.1,9.4,30,220,1,0
6406,SUBARU,Forester AWD,SUV - SMALL,2.5,4,AV7,X,9.0,7.2,8.2,34,192,1,0
6407,SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,AV7,X,8.3,6.4,7.5,38,174,1,0
6408,SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,M5,X,10.1,7.5,8.9,32,209,1,0
6409,SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.6,7.6,37,177,1,0
6410,SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.7,9.0,31,211,1,0
6411,SUBARU,Legacy AWD,MID-SIZE,2.5,4,AV7,X,9.3,7.0,8.2,34,193,1,0
6412,SUBARU,Legacy AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,241,1,0
6413,SUBARU,Outback AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,198,1,0
6414,SUBARU,Outback AWD,SUV - SMALL,3.6,6,AV6,X,12.0,8.7,10.5,27,247,1,0
6417,SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.3,10.7,12.7,22,296,1,1
6418,TOYOTA,4Runner 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308,1,0
6419,TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308,1,0
6422,TOYOTA,Avalon,MID-SIZE,3.5,6,AS8,X,10.9,7.6,9.4,30,220,1,0
6423,TOYOTA,Camry,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164,1,0
6424,TOYOTA,Camry LE/SE,MID-SIZE,2.5,4,AS8,X,8.4,6.1,7.4,38,173,1,0
6425,TOYOTA,Camry XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.2,7.5,38,175,1,0
6426,TOYOTA,Camry,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9.0,31,210,1,0
6427,TOYOTA,Camry XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215,1,0
6428,TOYOTA,Camry Hybrid LE,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,58,113,-1,0
6429,TOYOTA,Camry Hybrid XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5.0,5.1,55,121,-1,0
6430,TOYOTA,C-HR,COMPACT,2.0,4,AS7,X,8.7,7.5,8.2,34,189,1,0
6431,TOYOTA,Corolla,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174,1,0
6432,TOYOTA,Corolla,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.6,37,178,1,0
6433,TOYOTA,Corolla,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178,1,0
6434,TOYOTA,Corolla LE Eco,MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163,1,0
6435,TOYOTA,Corolla Hatchback,COMPACT,2.0,4,AV10,X,7.5,5.8,6.7,42,157,1,0
6436,TOYOTA,Corolla Hatchback,COMPACT,2.0,4,M6,X,8.4,6.3,7.5,38,174,1,0
6437,TOYOTA,Highlander,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243,1,0
6438,TOYOTA,Highlander AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9.0,10.6,27,250,1,0
6439,TOYOTA,Highlander AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12.0,8.9,10.6,27,248,1,0
6440,TOYOTA,Highlander AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242,1,0
6441,TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193,1,0
6442,TOYOTA,Prius,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.4,64,105,-1,0
6443,TOYOTA,Prius AWD,MID-SIZE,1.8,4,AV,X,4.5,4.9,4.7,60,109,-1,0
6444,TOYOTA,Prius c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120,-1,0
6445,TOYOTA,RAV4,SUV - SMALL,2.5,4,AS8,X,8.8,6.7,7.8,36,183,1,0
6446,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS8,X,9.2,7.1,8.3,34,190,1,0
6447,TOYOTA,RAV4 Hybrid AWD,SUV - SMALL,2.5,4,AV6,X,5.8,6.3,6.0,47,140,-1,0
6448,TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384,-1,0
6449,TOYOTA,Sienna,MINIVAN,3.5,6,AS8,X,12.4,8.9,10.8,26,254,1,0
6450,TOYOTA,Sienna AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274,1,0
6451,TOYOTA,Tacoma,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263,1,0
6452,TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274,1,0
6453,TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.0,10.5,11.9,24,278,1,0
6454,TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7,22,299,1,0
6455,TOYOTA,Tacoma 4WD D-Cab Off-Road,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300,1,0
6456,TOYOTA,Tundra,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371,1,0
6457,TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,354,1,0
6458,TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.1,16.3,17,382,-1,0
6459,TOYOTA,Yaris,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,155,1,0
6460,TOYOTA,Yaris (SIL),COMPACT,1.5,4,M6,X,7.8,6.0,6.8,42,164,1,0
6461,TOYOTA,Yaris Hatchback,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173,1,0
6462,TOYOTA,Yaris Hatchback,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,169,1,0
6463,VOLKSWAGEN,Arteon 4MOTION,FULL-SIZE,2.0,4,AS8,Z,12.0,8.6,10.4,27,244,1,1
6464,VOLKSWAGEN,Atlas,SUV - SMALL,2.0,4,AS8,X,11.6,9.1,10.5,27,245,1,0
6465,VOLKSWAGEN,Atlas 4MOTION,SUV - STANDARD,3.6,6,AS8,X,13.8,10.2,12.2,23,286,1,0
6466,VOLKSWAGEN,Beetle,COMPACT,2.0,4,AS6,X,9.0,7.1,8.2,34,191,1,0
6467,VOLKSWAGEN,Beetle Convertible,SUBCOMPACT,2.0,4,AS6,X,9.0,7.1,8.2,34,191,1,0
6468,VOLKSWAGEN,Beetle Dune,COMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35,189,1,0
6469,VOLKSWAGEN,Beetle Dune Convertible,SUBCOMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35,189,1,0
6470,VOLKSWAGEN,Golf,COMPACT,1.4,4,AS8,X,8.1,6.4,7.4,38,172,1,0
6471,VOLKSWAGEN,Golf,COMPACT,1.4,4,M6,X,8.2,6.3,7.4,38,172,1,0
6472,VOLKSWAGEN,Golf GTI,COMPACT,2.0,4,AM7,X,9.6,7.5,8.6,33,202,1,0
6473,VOLKSWAGEN,Golf GTI,COMPACT,2.0,4,M6,X,9.8,7.3,8.7,32,203,1,0
6474,VOLKSWAGEN,Golf R,COMPACT,2.0,4,AM7,Z,10.2,7.9,9.2,31,213,1,1
6475,VOLKSWAGEN,Golf R,COMPACT,2.0,4,M6,Z,11.4,8.2,9.9,29,232,1,1
6476,VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,AM6,X,10.7,8.0,9.4,30,220,1,0
6477,VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,225,1,0
6478,VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,AS8,X,8.6,6.5,7.6,37,178,1,0
6479,VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,M6,X,8.2,6.3,7.4,38,172,1,0
6480,VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.8,8.1,9.6,29,224,1,0
6481,VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,M6,X,10.8,7.6,9.3,30,218,1,0
6482,VOLKSWAGEN,Jetta,COMPACT,1.4,4,AS8,X,7.8,5.9,7.0,40,162,1,0
6483,VOLKSWAGEN,Jetta,COMPACT,1.4,4,M6,X,7.9,5.9,7.0,40,163,1,0
6484,VOLKSWAGEN,Jetta GLI,COMPACT,2.0,4,AM7,X,9.3,7.2,8.4,34,196,1,0
6485,VOLKSWAGEN,Jetta GLI,COMPACT,2.0,4,M6,X,9.6,7.3,8.5,33,200,1,0
6486,VOLKSWAGEN,Passat,MID-SIZE,2.0,4,AS6,X,9.3,6.5,8.1,35,188,1,0
6487,VOLKSWAGEN,Tiguan,SUV - SMALL,2.0,4,AS8,X,10.7,8.0,9.5,30,221,1,0
6488,VOLKSWAGEN,Tiguan 4MOTION,SUV - SMALL,2.0,4,AS8,X,11.1,8.1,9.8,29,228,1,0
6489,VOLVO,S60 T5,COMPACT,2.0,4,AS8,Z,9.9,6.6,8.4,34,197,1,1
6490,VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Z,11.1,7.3,9.4,30,218,1,1
6491,VOLVO,S90 T5 AWD,MID-SIZE,2.0,4,AS8,Z,10.6,7.4,9.2,31,215,1,1
6492,VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,1,1
6493,VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,Z,9.9,6.6,8.4,34,197,1,1
6494,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,1,1
6495,VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,10.8,7.6,9.3,30,218,1,1
6496,VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,1,1
6497,VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,11.6,8.1,10.0,28,233,1,1
6498,VOLVO,XC40 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,10.3,7.5,9.0,31,211,1,1
6499,VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,11.3,8.5,10.0,28,233,1,1
6500,VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Z,11.8,8.6,10.4,27,242,1,1
6501,VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.3,8.5,10.0,28,233,1,1
6502,VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Z,12.1,8.9,10.7,26,250,1,1
6504,ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.3,9.2,10.9,26,254,1,1
6508,ACURA,RDX AWD A-SPEC,SUV - SMALL,2.0,4,AS10,Z,11.3,9.1,10.3,27,241,1,1
6512,ACURA,TLX SH-AWD A-SPEC/Limited Edition,COMPACT,3.5,6,AS9,Z,12.0,8.2,10.3,27,240,1,1
6516,ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,2.9,6,A8,Z,13.5,9.3,11.6,24,271,1,1
6519,ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A8,Z,13.9,10.3,12.3,23,288,1,1
6523,ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,A8,Z,13.1,9.6,11.5,25,270,1,1
6524,ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,M7,Z,16.7,11.2,14.2,20,333,1,1
6525,AUDI,A3,SUBCOMPACT,2.0,4,AM7,X,8.8,6.5,7.8,36,182,1,0
6526,AUDI,A3 quattro,SUBCOMPACT,2.0,4,AM7,X,10.8,8.0,9.5,30,224,1,0
6527,AUDI,A3 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,X,10.8,8.0,9.5,30,224,1,0
